Number,Mode,StartDate,EndDate,DurationInSeconds,DepthInMetersMax,DepthInMetersAvg,Buddy,Location,Site,Note,TemperatureInCelsiusMax,TemperatureInCelsiusMin,TemperatureInCelsiusAvg,Salinity,SurfaceIntervalInSeconds,SurfacePressureInMillibarPreDive,SurfacePressureInMillibarPostDive,DecoModel,GradientFactorLow,GradientFactorHigh,GradientFactor99Max,CNSPercentPreDive,CNSPercentPostDive,ComputerModel,ComputerSerialNumber,ComputerFirmwareVersion,BatteryType,BatteryVoltagePreDive,BatteryVoltagePostDive,SampleRateInMs,DataFormat,LogVersion,DatabaseVersion,O2SensorStatusPreDive,O2SensorStatusPostDive,SensorDisplay,PPO2SetpointLowPreDive,PPO2SetpointLowPostDive,PPO2SetpointHighPreDive,PPO2SetpointHighPostDive,Features
424,Free Dive,2025-12-31 17:22:23,2025-12-31 17:23:38,75,28.8999996185303,13.7357168197632,Yiqu,Beijing,HiDive,,29,29,29,Fresh,240,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
425,Free Dive,2025-12-31 17:28:44,2025-12-31 17:29:17,33,8.60000038146973,4.57731676101685,Yiqu,Beijing,HiDive,,29,29,29,Fresh,360,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
426,Free Dive,2025-12-31 17:30:45,2025-12-31 17:31:27,42,11.1999998092651,5.43298149108887,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
427,Free Dive,2025-12-31 17:32:44,2025-12-31 17:32:58,14,1.89999997615814,0.966146647930145,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
428,Free Dive,2025-12-31 17:33:09,2025-12-31 17:33:28,19,4.5,1.91047191619873,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
429,Free Dive,2025-12-31 17:35:15,2025-12-31 17:36:09,54,10.1999998092651,5.49437522888184,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
430,Free Dive,2025-12-31 17:36:44,2025-12-31 17:37:04,20,4.80000019073486,2.16172122955322,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
431,Free Dive,2025-12-31 17:37:24,2025-12-31 17:38:04,40,5.80000019073486,3.40706133842468,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
432,Free Dive,2025-12-31 17:39:07,2025-12-31 17:39:56,49,9.69999980926514,5.44675970077515,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
433,Free Dive,2025-12-31 17:41:07,2025-12-31 17:41:21,14,1.10000002384186,0.747934877872467,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
434,Free Dive,2025-12-31 17:44:04,2025-12-31 17:44:31,27,1.30000007152557,0.688746929168701,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
435,Free Dive,2025-12-31 17:46:02,2025-12-31 17:46:21,19,0.900000035762787,0.689711570739746,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
436,Free Dive,2025-12-31 17:46:39,2025-12-31 17:47:15,36,1.10000002384186,0.798749625682831,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
437,Free Dive,2025-12-31 17:48:28,2025-12-31 17:49:14,46,5,2.41820955276489,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
438,Free Dive,2025-12-31 17:50:29,2025-12-31 17:51:43,74,10.6000003814697,7.62580394744873,Yiqu,Beijing,HiDive,,29,29,29,Fresh,120,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
439,Free Dive,2025-12-31 17:53:57,2025-12-31 17:54:10,13,3,0.990162372589111,Yiqu,Beijing,HiDive,,29,29,29,Fresh,180,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
440,Free Dive,2025-12-31 17:55:10,2025-12-31 17:55:50,40,10.3000001907349,5.51846313476563,Yiqu,Beijing,HiDive,,29,29,29,Fresh,60,1046,1046,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.20000028610229,4.20000028610229,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
441,Free Dive,2025-12-31 18:06:32,2025-12-31 18:07:07,35,4.90000009536743,2.60938572883606,Yiqu,Beijing,HiDive,,29,29,29,Fresh,660,1047,1047,GF,50,70,0,0,0,Teric,E096404C,36,Li-Ion,4.09999990463257,4.09999990463257,1000,sw-pnf,17,12,False,False,0,0,0,1,0,0
